Name,Year,Event,Image,Image caption,Display Year (if different)
Otsuka Chino,2012,Publishes <i>Chino Otsuka PHOTO ALBUM</i> (Dewi Lewis Publishing),,,
Otsuka Chino,2015,Participates in the group exhibition <i>The Younger Generation: Contemporary Japanese Photography</i> at the J Paul Getty Museum (Los Angeles),,,
Nagashima Yurie,1993,Makes her debut with nude self-portraits and nude portraits of her family,,,
Nagashima Yurie,1993,Awarded Parco Prize for emerging artists,,,
Nagashima Yurie,1994,Holds solo exhibition <i>Nagashima Yurie - A Room of Love</i> at P-House Gallery (Tokyo),,,
Nagashima Yurie,1995,Earns a BFA in visual communication design from Musashino Art University; Publishes <i>Nagashima Yurie Photobook</i> (Fuga Shobo) and エンプティホワイトルーム ( <i>Empty White Room</i> ) (Little More),,,
Nagashima Yurie,1996,"Her work is featured in Iizawa Kōtarō's publication, <i>Shutter & Love: Girls are Dancin' on in Tokyo</i> , which attempted to make sense of the work of women photographers in the 1990s",,,
Nagashima Yurie,1998,Publishes 家族 ( <i>A Family</i> ) (Korinsha Press),,,
Nagashima Yurie,1999,"Earns her MFA from California Institute of the Arts; Holds solo exhibition <i>I Want to be Your Power</i> at California Institute of the Arts (California, USA)",,,
Nagashima Yurie,2000,Publishes <i>PASTIME PARADISE</i> (Madra Publishing); Holds solo exhibition <i>PASTIME PARADISE</i> at SCAI THE BATHHOUSE (Tokyo),,,
Nagashima Yurie,2001,Awarded the Kimura Ihei Award (shared with Hiromix and Ninagawa Mika),,,
Nagashima Yurie,2004,Publishes <i>not six</i> (Switch); Holds two solo exhibitions: <i>not six</i> at NADiff (Tokyo) and <i>Candy Horror</i> at SCAI THE BATHHOUSE (Tokyo),,,
Nagashima Yurie,2005,Holds solo exhibition <i>Her Projects – memories of no one</i> at KIRIN PLAZA OSAKA (Osaka),,,
Nagashima Yurie,2007,Holds solo exhibition <i>a box named flower</i> at lammfromm (Tokyo),,,
Nagashima Yurie,2009,Publishes a book of biographical short stories 背中の記憶 ( <i>Memories of a Back</i> ) (Kodansha),,,
Nagashima Yurie,2010,Awarded the Kodansha Essay Award; Publishes <i>Swiss</i> (Akaaka Art Publishing); Holds solo exhibition <i>SWISS</i> at SCAI THE BATHHOUSE (Tokyo),,,
Nagashima Yurie,2014,"Publishes <i>5 comes after 6</i> (MATCH and Company Co., Ltd)",,,
Nagashima Yurie,2015,Holds solo exhibition <i>5 Comes After 6</i> at UTRECHT (Tokyo),,,
Nagashima Yurie,2020,"Publishes 「僕ら」の「女の子写真」からわたしたちのガーリーフォトへ ( <i>From ""Their"" ""Girls' Photography"" to Our ""Girlie Photography""</i> ) (Daifuku shorin)",,,
Nagashima Yurie,2021,Curates the exhibition ぎこちない会話への対応策—第三波フェミニズムの視点で ( <i>Countermeasures Against Awkward Discourses: From the Perspective of Third Wave Feminism</i> ) at the 21st Century Museum of Contemporary Art (Kanazawa),,,
Hiromix,1995,Awarded the 11th New Cosmos of Photography award for her series <i>Seventeen Girl Days</i>,,,
Hiromix,1996,Publishes <i>Girls' Blue</i> (Rockin' On); Holds first solo exhibition at Deep Gallery (Tokyo),,,
Hiromix,1997,Publishes 光 ( <i>Light</i> ) (Rockin' On) and Japanese Beauty (Magazine House); Holds solo exhibition <i>HIROMIX '97</i> at Parco Gallery (Tokyo),,,
Hiromix,1998,Publishes <i>HIROMIX</i> (Steidl),,,
Hiromix,2000,Awarded the Kimura Ihei Award (shared with Ninagawa Mika and Nagashima Yurie),,,
Hiromix,2001,Publishes <i>HIROMIX PARIS '97 - '98</i> (Asahi Shuppansha),,,
Hiromix,2009,"Holds solo exhibition 早春、心の輝き ( <i>Start of Spring, Radiance of the Heart</i> ) at Hiromi Yoshii Gallery (Tokyo)",,,
Hiromix,2010,Holds solo exhibition St.Valentin Special | 愛の部屋 ( <i>St. Valentin Special | Room of Love</i> ) at Eye of Gyre (Tokyo),,,
Hiromix,2015,Holds solo exhibition 愛と時間は不思議 ( <i>The Wonder of Love and Time</i> ) at Hidari Zingaro (Tokyo),,,
Nomura Keiko,1995,Begins photographing in Vietnam,,,
Nomura Keiko,1996,Holds first solo exhibition 越南花眼 (Etsunan Kagan) at WTC Cosmo Gallery (Osaka),,,
Nomura Keiko,1997,Participates in the Konica New Generation of Photographers grand prix; Holds solo exhibition 越南花眼 (Etsunan Kagan) at Shibuya Konica Plaza (Tokyo),,,
Nomura Keiko,1998,Holds solo exhibition 夢のもつれ・沖縄 (Tangle of Dreams・Okinawa) at Shibuya Konica Plaza (Tokyo),,,
Nomura Keiko,1999,Wins the Newcomer's Award from the Photographic Society of Japan; Publishes DEEP SOUTH (Little More),,,
Nomura Keiko,2001,Wins the Higashikawa Newcomer's Award,,,
Nomura Keiko,2002,Holds solo exhibition BLOODY MOON at Shibuya Konica Plaza (Tokyo),,,
Nomura Keiko,2005,"Publishes In-Between 6 イタリア・スウェーデン (In-Between 6, Italy / Sweden) (EU Japan Fest Japan Committee)",,,
Nomura Keiko,2009,"Publishes Red Water (Artbeat Publishers , Libraryman); Solo exhibition Red Water at EMON Photo Gallery (Tokyo)",,,
Nomura Keiko,2012,Holds solo exhibition Soul Blue ~ 此岸の日々 (Soul Blue ~ Days of This Life) at PlaceM (Tokyo),,,
Nomura Keiko,2016,Publishes Drop of Light to Rushing Water (Tokyo Metropolitan Museum of Photography),,,
Nomura Keiko,2017,Publishes OKINAWA (Pierre von Kleist),,,
Nomura Keiko,2018,Publishes Otari - Pristine Peaks (Super Labo),,,
Itō Mari,1976,"Moves with her family from Providence, Rhode Island, United States to Tokyo",,,
Itō Mari,1997,Becomes the first woman photographer to win the Taiyō Award,,,
Itō Mari,1997,Exhibits her work at the Yunnan Museum of Art in China,,,
Okabe Momo,1999,"Awarded the Special Award for ""The 8th Exhibition of New Cosmos of Photography selected by Nobuyoshi Araki""",,,
Okabe Momo,2002,Wins the 19th Hitotsubo Ten Prize,,,
Okabe Momo,2015,Wins the Paul Huf Award (Amsterdam),,,
Okabe Momo,2012,Publishes Unseen/Tsunami (Dashwood Books),,,
Okabe Momo,2013,Publishes ディルド ( <i>Dildo</i> ) (Session Press); ディルド ( <i>Dildo</i> ) (Session Press) selected for PHOTOEYE BEST PHOTOBOOK by Hisako Motoo,,,
Okabe Momo,2014,Publishes バイバル ( <i>Bible</i> ) (Session Press),,,
Okabe Momo,2020,Publishes イルマタル ( <i>Ilmatar</i> ) (Mandarake),,,
Ume Kayo,2000,Wins an honorable mention at the 9th New Cosmos of Photography contest for her series 男子 ( <i>Young Men</i> ),,,
Ume Kayo,2001,Wins an honorable mention at the 10th New Cosmos of Photography contest for her series 女子中学生 ( <i>Middle-School Girls</i> ),,,
Ume Kayo,2002,Graduates from the Japan Institute of Photography and Film,,,
Ume Kayo,2003,"Holds two solo exhibitions: うめかよ ( <i>Umekayo</i> ) (Tokyo), and はっとした瞬間 ( <i>Startling Moment</i> ) at Spiral Garden (Tokyo)",,,
Ume Kayo,2004,Holds solo exhibition うれしい連続 ( <i>Happy Continuation</i> ) at Aura Cross (Osaka),,,
Ume Kayo,2006,"Publishes うめめ ( <i>Umeme</i> ) (Little More); Holds solo exhibition シャッターチャンス祭り ( <i>Shutter Chance Festival</i> ) at Little More Underground (Tokyo) and Gallery Eclectic (London, UK)",,,
Ume Kayo,2007,"Publishes 男子 ( <i>Boys</i> ) (Little More); Wins the 32nd Kimura Ihei Award for うめめ ( <i>Umeme</i> ); Holds solo exhibitions for 男子 ( <i>Boys</i> ) at Epsite (Tokyo), HEP HALL (Osaka), Little More Underground (Tokyo), and Parco Gallery (Nagoya); Holds solo exhibition うめめ：ここは石川県の部屋 ( <i>Umeme: This is a Room in Ishikawa Prefecture</i> ) at the 21st Century Museum of Contemporary Art (Kanazawa, Ishikawa)",,,
Ume Kayo,2008,Publishes じいちゃんさま ( <i>Jiichan-sama</i> ) (Little More); Holds solo exhibitions for じいちゃんさま ( <i>Jiichan-sama</i> ) at Little More Underground (Tokyo) and Parco Gallery (Nagoya); Holds solo exhibitions スーパーシャッターチャンス祭り ( <i>Super Shutter Chance Festival</i> ) at Mitsubishi Estate Altium and IMS Plaza (Fukuoka),,,
Ume Kayo,2009,Holds solo exhibition じいちゃんさま ( <i>Jiichan-sama</i> ) at Kanazawa Art Gummi Gallery (Ishikawa),,,
Ume Kayo,2010,Publishes ウメップ ( <i>Umeppu</i> ) (Little More); Holds solo exhibitions for ウメップ：シャッターチャンス祭り ( <i>Umeppu: Shutter Chance Festival</i> ) at Omotesando Hills Space O (Tokyo) and HEP HALL (Osaka),,,
Ume Kayo,2013,Holds solo exhibition <i>UMEKAYO</i> at Tokyo Opera City Art Gallery (Tokyo),,,
Ume Kayo,2014,Holds solo exhibition <i>UMEKAYO</i> at Niigata Prefectural Bandaijima Art Museum (Niigata),,,
Shiga Lieko,2001,Holds first solo exhibition 浮遊する出来事 ( <i>Floating Occurrence</i> ) at graf gallery (Osaka),,,
Shiga Lieko,2003,"Holds solo exhibition 明日の朝、ジャックが私を見た ( <i>Jacques Saw Me Tomorrow Morning</i> ) at graf media gm (Osaka, Tokyo)",,,
Shiga Lieko,2004,Graduates with a degree in Fine Arts and New Media at the London Institute,,,
Shiga Lieko,2005,Holds solo exhibition リリー ( <i>Lilly</i> ) at graf media gm (Osaka),,,
Shiga Lieko,2006,Holds solo exhibition リリー ( <i>Lilly</i> ) at NUKE Gallery (Paris),,,
Shiga Lieko,2007,Publishes リリー ( <i>Lilly</i> ) (Art Beat Publishing); Publishes CANARY (Akaaka Art Publishing),,,
Shiga Lieko,2008,Holds solo exhibition 座礁の記憶 ( <i>A Memory of Stranding</i> ) at Fotogalleriet (Oslo),,,
Shiga Lieko,2009,Publishes カナリア門 ( <i>Kanariamon</i> ) (Akaaka Art Publishing),,,
Shiga Lieko,2011,Holds solo exhibition カナリア門 ( <i>Kanariamon</i> ) at Mitsubishi Estate Altium (Fukuoka) and Gallery Pliska Pasker (Cologne),,,
Shiga Lieko,2012,Holds solo exhibition 螺旋海岸 ( <i>Spiral Shore</i> ) at Sendai Mediatheque (Miyagi),,,
Shiga Lieko,2013,Publishes 螺旋海岸写真集 ( <i>Spiral Shore</i> ) (Akaaka Art Publishing); Holds solo exhibition CANARY at Foam Museum (Amsterdam),,,
Shiga Lieko,2015,"Her work is featured in the exhibition In the Wake, which showcased Japanese photographers' work on the 3/11 disaster; Participates in the group exhibition <i>The Younger Generation: Contemporary Japanese Photography</i> at the J. Paul Getty Museum (Los Angeles)",,,
Shiga Lieko,2017,Publishes Blind Date (T&M Project); Holds solo exhibition <i>Lieko Shiga: Blind Date</i> at Marugame Genichiro-Inokuma Museum of Contemporary Art (Marugame),,,
Shiga Lieko,2019,Holds solo exhibition ヒューマン・スプリング ( <i>Human Spring</i> ) at Tokyo Photographic Art Museum (Tokyo),,,
Takagi Yuriko,1986,"From 1986 to 1992 photographs creative friends, dancers, actors, artists, writers, and poets in Bali, Barcelona, Istanbul, London, Paris, Tokyo",,,
Takagi Yuriko,1994,Publishes <i>Confused Gravitation</i> (美術出版社),,,
Takagi Yuriko,1994,Publishes <i>Nus intimes</i> (用美社),,,
Takagi Yuriko,1995,"From 1995-2010 travels to Argentina, Bolivia, Chile, China, India, Indonesia, Hawaii, Namibia, and Okinawa photographing the relationship between gravity and human bodies.",,,
Takagi Yuriko,1998,Publishes <i>Skin : Yuriko Takagi×Kozue Hibino</i> (扶桑社),,,
Ishikawa Mao,1974,Entered the Workshop School of Photography,,,
Ishikawa Mao,1977,"Holds first exhibition, <i>Kin no Onnatachi</i> at the Minoruda Photo Space",,,
Ishikawa Mao,1982,Publishes her first photobook 熱き日々inキャンプハンセン‼︎ ≈ <i>Hot Days in Camp Hansen‼︎</i> (Okinawa: Aman),,,
Ishikawa Mao,1983,Opens an izakaya near Aja-Shinko port in Naha and photographs the dockworkers and fishermen who were her customers. Publishes these photographs in <i>A Port Town Elegy</i> (1990),,,
Ishikawa Mao,1986,Travels to Philadelpha and photographed African American communities; Publishes these photographs in <i>Life in Philly</i> and exhibits them at the Minolta Photo Space in Tokyo,,,
Ishikawa Mao,1988,"Travels to the Philippines with dancers she became friends with at bars in Naha, Okinawa. Photographs of them are self-published in フィリピン「出稼ぎ女性の故郷を訪ねる」 : 石川真生写真集 ( <i>Philippines ""Visit to the hometowns of migrant women""</i> ) (1989)",,,
Ishikawa Mao,1990,Self publishes 港町エレジー : 石川真生写真集 ( <i>Port Town Elegy: Ishikawa Mao</i> ); Zen Photo Gallery republishes it in 2015.,,,
Ishikawa Mao,1991,Self publishes 沖縄芝居仲田幸子一行物語 : 石川真生写真集 ( <i>An Okinawan Play Sachiko Nakata's story: Mao Ishikawa</i> ),,,
Ishikawa Mao,1992,Takes part in the exhibition <i>Okinawa: Mirai ni mukete: shashin de kangaeru Okinawa sengoshi ten</i>,,,
Ishikawa Mao,1990,Takes photographs for and writes columns for the <i>Okinawa Times</i> and <i>Ryukyu Shimpo</i> from the 1990s to the 2000s,,,
Ishikawa Mao,2010,"Awarded the Sagamihara Photo Award for her book <i>FENCES, OKINAWA</i> (Tokyo: Miraisha, 2010)",,,
Ishikawa Mao,1993,"Begins taking portraits and gathering interviews with people from Japan, Taiwan, and mainland China. Continues this project until 2011 and publishes them in <i>Here’s What the Japanese Flag Means to Me</i> (日の丸を観る目) (",,,
Ishikawa Mao,1995,"Publishes 女性カメラマンがとらえた沖縄と自衛隊 ( <i>Okinawa and the Self-Defense Forces captured by a female photographer</i> ) (Tokyo, Koubunken)",,,
Ishikawa Mao,1996,Publishes これが沖縄の米軍だ : 基地の島に生きる人々 ( <i>This is the U.S. Army in Okinawa: People Living on a Base Island</i> ) (Koubunken),,,
Ishikawa Mao,2002,"Publishes 沖縄ソウル / <i>Okinawa Soul</i> (Ohta Publishing), reflections on her work in photography.",,,
Ishikawa Mao,2004,"Takes part in the group exhibition <i>The Perpetual Moment –Visions from within Okinawa and Korea</i> , MoMA PS1 (October 2004 – December 2004)",,,
Ishikawa Mao,2006,Publishes シマが揺れる : 沖縄・海辺のムラの物語 ( <i>The Island Shakes: Okinawa ・The Story of a Seaside Village</i> ) with text by journalist and historian Urashima Etsuko (Koubunken),,,
Ishikawa Mao,2008,"Takes part in group exhibition <i>Okinawa Prismed 1872–2008</i> , The National Museum of Modern Art Tokyo (October 2008 – December 2008)",,,
Ishikawa Mao,2010,"Publishes <i>Fences, Okinawa</i> : 石川真生写真集 ( <i>Fences, Okinawa: Ishikawa Mao</i> ) (Miraisha)",,,
Ishikawa Mao,2010,Publishes <i>Life in Philly</i> (Tokyo: Zen Foto Gallery / Gallery OUT of PLACE),,,
Ishikawa Mao,2011,Yokohama Museum of Art features her work in 原田正路／石川真生 (Harada Masamichi／Ishikawa Mao) (December 2011 – March 2012),,,
Ishikawa Mao,2012,"Her photographs are featured in 沖縄とヤマト : 「縁の糸」をつなぎ直すために ( <i>Okinawa and Yamato: To reconnect the ""thread of connection""</i> ) (Kamogawa)",,,
Ishikawa Mao,2013,"Takes part in the exhibition <i>All You Need is Love</i> , Mori Art Museum (April 2013 – September 2013)",,,
Ishikawa Mao,2013,Yokohama Citizen's Gallery Azamino exhibition 写真家石川真生 : 沖縄を撮る ( <i>Ishikawa Mao: Photographing Okinawa</i> ) and catalogue by the same name (Yokohama Citizen's Gallery Azamino),,,
Ishikawa Mao,2014,Publishes 森花―夢の世界 ( <i>Morika’s Dreams</i> ) (Tokyo: Miraisha),,,
Ishikawa Mao,2015,Zen Photo Gallery holds the exhibition <i>A Port Town Elegy</i> (March),,,
Ishikawa Mao,2017,Publishes <i>Red Flower: The Women of Okinawa</i> (New York: Session Press),,,
Ishikawa Mao,2018,"Her photographs are featured in the 9th Asia Pacific Triennal of Contemporary Art (APT9), Queensland Art Gallery (November 2018 – April 2019)",,,
Ishikawa Mao,2020,Takes part in the exhibition <i>TOP Collection: Photography in the Ryukyu Islands</i> at the Tokyo Photographic Art Museum (September 2020 – November 2020),,,
Kon Michiko,1978,"After graduating from the Department of Graphic Arts School of Art and Design, enters the Tokyo Photography College and graduates in 1980",,,
Kon Michiko,1984,Wins a scholarship award at the Kanagawa Prefectural Art Exhibition,,,
Kon Michiko,1985,Exhibits <i>Still</i> at the Shinjuku Nikon Salon (Tokyo),,,
Kon Michiko,1987,"Holds sols exhibition <i>EAT Kon Michiko Photo Exhibition</i> at the Kodak Photo Salon (Tokyo, Osaka); Awarded the novice award at the Higashikawa International Festival",,,
Kon Michiko,1987,"Publishes <i>Eat</i> (The Artworks Commitee), Republished by Shogakukan in 1991",,,
Kon Michiko,1990,Exhibits <i>EAT: Recent Works</i> at P.G.I. Toranomon (Tokyo); <i>MICHIKO KON</i> at Iwafusa (Tokyo); <i>今道子</i> at Picture Photo Space (Osaka),,,
Kon Michiko,1991,"Awarded the Kimura Ihei Award and exhibits <i>16th Kimura Ihei Photo Award Exhibition Kon Michiko-EAT</i> at the Minolta Photo Space (Tokyo, Osaka); Photographs are featured in <i>Make-believe : contemporary photography from Japan</i> (Photographers' Gallery) and <i>New Japanese Photography Vol.2 Kon Michiko Exhibition Exposure</i> Shibuya Parco Part II (Tokyo)",,,
Kon Michiko,1992,"Holds solo exhibition <i>Michiko Kon: Still Lives</i> at the MIT List Visual Arts Center (Massachusetts Institute of Technology, Cambridge); Publishes <i>Michiko Kon : still lives</i> (MIT List Visual Arts Center), republished by Aperture in 1997; Holds solo exhibitions at the Old Town Hall Arts Centre (Hemel Hempstead, England), Tramway (Glasgow, England), and Focal Point Photography Gallery (Southend, England)",,,
Kon Michiko,1993,"Holds solo exhibition <i>Michiko Kon: Still Lives</i> at the Virginia Museum (USA) and Michiko Kon at Angel Row Gallery (Nottingham, England)",,,
Kon Michiko,1994,"Solo exhibition <i>Still Lives Still</i> , P.G.I. Toranomon (Tokyo)",,,
Kon Michiko,1995,"Holds the following solo exhibitions: <i>Michiko Kon</i> at Robert Mann Gallery (USA); <i>KON Michiko</i> , Ichibo (Tokyo); <i>Still Lives</i> , Gallery Isis (Kyoto); <i>Kon Michiko Photo Exhibition Stills</i> , Picture Photo Space (Osaka); T <i>aipei Photo Exhibition by Kon Michiko</i> , Taipei Photo Gallery (Taiwan)",,,
Kon Michiko,1996,"Publishes 1996 <i>KON BOX</i> (Photo Gallery International & Natsuraeri Press); Solo exhibition <i>Kon Michiko Exhibition</i> by Polaroid Color 8x10 Polaroid Gallery (Tokyo); Work included in the exhibition <i>ニュー・ジャパニーズ・フォトグラフィ1990's : 無意識の共鳴/New Japanese photography in 1990's : the resonance of unconsciousness</i> , Yokohama Shimin Gallery",,,
Kon Michiko,1997,"Publishes <i>Kon Michiko</i> (Korinsha); <i>Michiko Kon: Still Lives</i> (Aperture); Holds <i>Kon Michiko Photobook Publication Commemorative Exhibition</i> , P.G.I. Shibaura (Tokyo)",,,
Kon Michiko,1998,"Solo exhibition <i>Photographs 1998</i> , P.G.I. Toranomon (Tokyo); <i>Still</i> , Gallery Raku, Kyoto University of Art and Design (Kyoto)",,,
Kon Michiko,1999,"Solo exhibition <i>STILL LIFES</i> at Baden Gallery (USA); <i>Michiko Kon</i> 今 道子, Kōbō (Tokyo)",,,
Kon Michiko,2002,"Solo exhibition <i>A New image of 今 道子 Michiko KO</i> N, Taiwan International Visual Arts Center (Taiwan) <i>KON MICHIKO 今 道子</i> Kōbō (Tokyo)",,,
Kon Michiko,2008,"Solo exhibition <i>Platinum Print Collection</i> , P.G.I. (Tokyo)",,,
Kon Michiko,2009,"Solo exhibition <i>Michiko Kon Platinum Prints</i> , Michel Soskine Inc. (Spain)",,,
,2010,"Solo exhibition <i>Kon Michiko's Exhibition of Gold Works</i> , 泰吉軒/Timeless Gallery (China)",,,
Kon Michiko,2011,"Publishes <i>IMPACT</i> (M/Light); Solo exhibition 今道子 <i>Kon Michiko</i> , Kōbō (Tokyo)",,,
Kon Michiko,2012,"<i>Kon Michiko Photo Exhibition IMPACT</i> , B GALLERY (Tokyo); <i>Kon Michiko New Exhibition IMPACT</i> , 泰吉軒/Timeless Gallery (China);",,,
Kon Michiko,2014,"Solo exhibition <i>Recent Works</i> , Photo Gallery International <P.G.I.> (Tokyo)",,,
Kon Michiko,2016,"Solo exhibition <i>Exposición fotográfica de Michiko Kon</i> , Veracruz State University Library (Mexico)",,,
Kon Michiko,2017,Solo exhibition <i>Naturaleza Muerta</i> at the Mexico National Museum of Photography Fototeca (Mexico); Solo exhibition <i>Michiko Kon</i> at Michel Soskine Inc. (Spain),,,
Kon Michiko,2018,"Solo exhibition, <i>Recent Works 2018</i> , Photo Gallery International <P.G.I.> (Tokyo)",,,
Kon Michiko,2019,"Takes part in three solo exhibitions: K <i>on Michiko</i> , Kōbō (Tokyo); R <i>eviving Things</i> at Fujifilm Square Photo History Museum (Tokyo); <i>Cannibal Feast</i> at Robert Man Gallery (USA)",,,
Kon Michiko,2021,Solo exhibition <i>Philia-Kon Michiko</i> at the Kanagawa Prefectural Museum of Modern Art Kamakura Annex (Kanagawa),,,
Kon Michiko,2022,Awarded the Photographic Society of Japan Award,,,
Satō Nanako,1977,"Makes her debut as a musician with the album ""Funny Walking"" (Columbia Japan)",,,
Satō Nanako,1979,Releases four albums by this date and collaborates with the Moon Riders and Kazuhiko Kato,,,
Satō Nanako,1980,"Forms the new wave band ""SPY""",,,
Satō Nanako,1980,"After releasing the album ""SPY"" turns her attention to photography, experimenting with multiple exposures and begins working as a professional photographer in advertising",,,
Satō Nanako,1984,"Publishes 石田えり写真集－勝手に、TOO LATE ( <i>Ishida Eri, TOO LATE</i> )（集英社）",,,
Satō Nanako,1986,Wins the World Calendar Contest Gold medal,,,
Satō Nanako,2004,Photographs for the album <i>The Bird</i> （河出書房新社）,,,
Satō Nanako,2006,Publishes 光の旅ー釈迦如来MANDALA and 8・15 OKINAWA Cocco　(NHK出版),,,
Kamikura Yoshiko,1990,Publishes <i>Naturita</i> (Alpha Beta); Awarded the Photographic Society of Japan New Face Award,,,
Kamikura Yoshiko,1998,Publishes たまゆら ( <i>Tamayura</i> )（Magazine House）,,,
Kamikura Yoshiko,2002,Publishes たまもの ( <i>Gift</i> )（Chikumashobō）,,,
Kamikura Yoshiko,2004,"Publishes 絶対毎日スエイ日記 ( <i>Absolutely Every Day Suei Diary)</i> (Arton Shinsha), with Suei Akira, whose diary of their relationship is accompanied by Kamikura's photographs",,,
Kamikura Yoshiko,2015,Publishes たまきはる ( <i>Tamakiharu</i> )（Little More）,,,
Oshida Miho,2010,"Holds solo exhibition: 迷宮のプラハ そして冬の旅 ( <i>The Labyrinth of Prague and Winter Journey</i> ) at Canon Gallery (Ginza, Tokyo)",,,
Oshida Miho,2014,"Solo exhibition: <i>Winter Journey II Auschwitz and Majdanek</i> at Canon Gallery (Ginza, Tokyo)",,,
Oshida Miho,2019,Solo exhibition: <i>Oshida Miho Photograph Exhibition</i> at the Ginza Okuno Buidling Room 306 Project,,,
Yoneda Tomoko,1989,Earns a BFA in Photography at the University of Illinois at Chicago,,,
Yoneda Tomoko,1991,"Earns her MA in Photography from the Royal College of Art, London; Participates in the group exhibition Treading a Fine Line – 8 Contemporary women photographers (Zelda Cheatle Gallery, London)",,,
Yoneda Tomoko,1992,"Group exhibition: <i>The Big Apple</i> (Zelda Cheatle Gallery, London)",,,
Yoneda Tomoko,1993,"Group exhibition: <i>The Daily Planet</i> (Transmission Gallery, Glasgow)",,,
Yoneda Tomoko,1996,"Group exhibition: <i>Future Vision</i> (The Photographers’ Gallery, London)",,,
Yoneda Tomoko,1997,"Solo exhibition: <i>Topographical Analogy</i> (Zeit-Foto Salon, Tokyo)",,,
Yoneda Tomoko,1998,"Group exhibition: <i>21st Anniversary ZEIT-FOTO</i> (Artspace Shimoda, Tokyo)",,,
Yoneda Tomoko,1999,"Solo exhibition: <i>Luminary</i> (Room, Gentilly, France); Participates in two group exhibitions: <i>The Vision of Contemporary Art</i> (The Ueno Royal Museum, Tokyo) and <i>Zeitgenössische Fotokunst Aus Japan</i> (Neuer Berliner Kunstverein (NBK), Berlin, also toured 3 other museums in Germany)",,,
Yoneda Tomoko,2000,"Solo exhibition: <i>Between Visible and Invisible</i> (Zeit-Foto Salon, Tokyo); <i>Tomoko Yoneda Zelda</i> (Cheatle Gallery, London); Group exhibition: <i>Counter-Photography – Japan’s Artists Today</i> (Moscow Arts Centre, Moscow, and touring in Russia, Scandinavia, Europe, and Asia)",,,
Yoneda Tomoko,2001,"Participated in the group exhibitions: <i>Between Visible and Invisible</i> (The Museum of Contemporary Photography, Columbia College Chicago, Chicago; Sanya Photography Gallery, Shanghai Artists’ debut, Rice gallery by G2, Tokyo), <i>Summer Show – Three Contemporary Photographers</i> (Zelda Cheatle Gallery, London), <i>Kiss In the Dark – Contemporary Japanese Photography</i> (Tokyo Metropolitan Museum of Photography and Marugame Genichiro-Inokuma Museum of Contemporary Art, Marugame, Kagawa), <i>Painterly Photography</i> (Blains Fine Art, London), Surface (Nederlands Foto Institute, Rotterdam)",,,
Yoneda Tomoko,2002,"Group exbhition: <i>Fragilités – Printemps de Septembre</i> (Toulouse and Centre de Photographie de Lectoure, Lectoure)",,,
Yoneda Tomoko,2003,"Holds two solo exhibitions: <i>Scene - Collective Forgetting</i> (Zelda Cheatle Gallery, London) and <i>Beyond Memory and Uncertainty</i> (Shiseido Gallery, Tokyo); Participates in the group exhibitions: <i>History of Japanese Photography 1854-2000</i> (The Museum of Fine Arts, Houston), <i>My Room Somehow Somewhere</i> (Graf Media GM, Osaka), <i>The Year of New Work: Contemporary Asian Photography</i> (The Japan Society, New York), <i>Mask of Japan: Japanese Contemporary Photography</i> (Aura Gallery, Shanghai)",,,
Yoneda Tomoko,2004,"Group exhibitions: <i>Out of the Ordinary/Extraordinary: Japanese Contemporary photography</i> (Japan Cultural Institute in Cologne (The Japan Foundation)), touring in Europe and United States, and <i>Non-Sect Radical: Contemporary Photography III</i> (Yokohama Museum of Art Spread in Prato, Dryphoto arte contemporanea, Prato, Italy)",,,
Yoneda Tomoko,2005,"Three solo exhibitions: <i>A Decade After</i> (Ashiya City Museum of art and History, Ashiya), <i>After Amnesia: Scenes of Conflict That Have Forgotten Their Past</i> (Daiwa Foundation, London), <i>After the Thaw</i> (ShugoArts, Tokyo); Group exhibitions: <i>YOKOHAMA 2005: International Triennale of Contemporary Art: Art Circus - Jumping from the Ordinary</i> (Yokohama), <i>From East and West</i> (SHUGOARTS, Tokyo)",,,
Yoneda Tomoko,2006,"Solo exhibition: <i>Monochrome Works 1996-2003</i> (ShugoArts, Tokyo); Group exhibitions: <i>Temporary Art Museum</i> (SOI SABAI, Silpakorn University, Bangkok), <i>Berlin-Tokyo/Tokyo-Berlin</i> (Neue Nationalgalerie, Berlin), <i>Naturaleza, PHotoEspaña 2006</i> (Madrid, touring in Tenerife (Exhibition title: The Rising Sun), <i>85/05: The Photography beyond 20 years from Tsukuba Museum of Photography 1985</i> (Sendai Mediatheque, Sendai), <i>YOSHITOMO NARA + graf A to Z</i> (Yoshii Brick Brewhouse, Hirosaki)",,,
